gene,tissue_id,tissue,cell_type_id,cell_type,n_cells,mean_expr,pct_cells,tpc
PITX1,UBERON:0000033,head,CL:0000034,stem cell,1,1.4762094020843506,0.0035460992907801418,0.00014703720041170417
PITX1,UBERON:0000033,head,CL:0000057,fibroblast,387,2.0678110048752423,0.06468326926291158,0.05690339655932951
PITX1,UBERON:0000033,head,CL:0002320,connective tissue cell,387,2.0678110048752423,0.06468326926291158,0.05690339655932951
PITX1,UBERON:0000033,head,CL:0011012,neural crest cell,1,1.4762094020843506,0.0035460992907801418,0.00014703720041170417
PITX1,UBERON:0000033,head,CL:0011115,precursor cell,1,1.4762094020843506,0.0035460992907801418,0.00014703720041170417
PITX1,UBERON:0000033,head,tissue_stats,tendon of semitendinosus,388,2.066286224679849,,0.05705043375974121
PITX1,UBERON:0000056,ureter,CL:0000000,cell,260,1.6507467416616586,0.0078064012490242,0.006226500945949182
PITX1,UBERON:0000056,ureter,CL:0000034,stem cell,193,1.6413167844782222,0.018816418055961782,0.0046219795483392005
PITX1,UBERON:0000056,ureter,CL:0000036,epithelial fate stem cell,193,1.6413167844782222,0.018816418055961782,0.0046219795483392005
PITX1,UBERON:0000056,ureter,CL:0000057,fibroblast,10,1.746488380432129,0.0036900369003690036,0.00023948080561343008
PITX1,UBERON:0000056,ureter,CL:0000066,epithelial cell,233,1.64237759962614,0.01042179183253567,0.005579902770792921
PITX1,UBERON:0000056,ureter,CL:0000084,T cell,1,2.3562300205230713,0.0003278688524590164,2.394808056134301e-05
PITX1,UBERON:0000056,ureter,CL:0000113,mononuclear phagocyte,2,1.5108147859573364,0.024390243902439025,4.789616112268602e-05
PITX1,UBERON:0000056,ureter,CL:0000183,contractile cell,12,1.7162407239278157,0.02,0.0002873769667361161
PITX1,UBERON:0000056,ureter,CL:0000187,muscle cell,12,1.7162407239278157,0.02,0.0002873769667361161
PITX1,UBERON:0000056,ureter,CL:0000192,smooth muscle cell,12,1.7162407239278157,0.02,0.0002873769667361161
PITX1,UBERON:0000056,ureter,CL:0000234,phagocyte,2,1.5108147859573364,0.024390243902439025,4.789616112268602e-05
PITX1,UBERON:0000056,ureter,CL:0000542,lymphocyte,1,2.3562300205230713,0.0003278688524590164,2.394808056134301e-05
PITX1,UBERON:0000056,ureter,CL:0000576,monocyte,2,1.5108147859573364,0.024390243902439025,4.789616112268602e-05
PITX1,UBERON:0000056,ureter,CL:0000646,basal cell,193,1.6413167844782222,0.018816418055961782,0.0046219795483392005
PITX1,UBERON:0000056,ureter,CL:0000723,somatic stem cell,193,1.6413167844782222,0.018816418055961782,0.0046219795483392005
PITX1,UBERON:0000056,ureter,CL:0000731,urothelial cell,233,1.64237759962614,0.01042179183253567,0.005579902770792921
PITX1,UBERON:0000056,ureter,CL:0000738,leukocyte,5,1.692082405090332,0.0006545359340227779,0.00011974040280671504
PITX1,UBERON:0000056,ureter,CL:0000763,myeloid cell,2,1.5108147859573364,0.024390243902439025,4.789616112268602e-05
PITX1,UBERON:0000056,ureter,CL:0000766,myeloid leukocyte,2,1.5108147859573364,0.024390243902439025,4.789616112268602e-05
PITX1,UBERON:0000056,ureter,CL:0000842,mononuclear cell,3,1.7926198641459148,0.0009578544061302681,7.184424168402903e-05
PITX1,UBERON:0000056,ureter,CL:0000988,hematopoietic cell,5,1.692082405090332,0.0006545359340227779,0.00011974040280671504
PITX1,UBERON:0000056,ureter,CL:0002320,connective tissue cell,10,1.746488380432129,0.0036900369003690036,0.00023948080561343008
PITX1,UBERON:0000056,ureter,CL:0011026,progenitor cell,2,1.5108147859573364,0.024390243902439025,4.789616112268602e-05
PITX1,UBERON:0000056,ureter,CL:0011115,precursor cell,195,1.6399783403445514,0.01886062481864784,0.004669875709461886
PITX1,UBERON:0000056,ureter,CL:1000486,basal cell of urothelium,193,1.6413167844782222,0.018816418055961782,0.0046219795483392005
PITX1,UBERON:0000056,ureter,CL:4030055,intermediate cell of urothelium,28,1.656482560294015,0.0030803080308030805,0.0006705462557176043
PITX1,UBERON:0000056,ureter,tissue_stats,tendon of semitendinosus,260,1.6507467416616586,,0.006226500945949182
PITX1,UBERON:0000059,large intestine,CL:0000000,cell,3052,1.8123451322903015,0.007971499017928037,0.007225720914816042
PITX1,UBERON:0000059,large intestine,CL:0000034,stem cell,1098,1.7364008335467895,0.010052459556703013,0.0025995549031677637
PITX1,UBERON:0000059,large intestine,CL:0000057,fibroblast,1079,1.87085832060212,0.07088890348860127,0.0025545717126757897
PITX1,UBERON:0000059,large intestine,CL:0000064,ciliated cell,81,1.907273092387635,0.003828339162491729,0.00019177044367631044
PITX1,UBERON:0000059,large intestine,CL:0000066,epithelial cell,430,1.8086706826853198,0.006718645021171544,0.0010180406269236233
PITX1,UBERON:0000059,large intestine,CL:0000067,ciliated epithelial cell,81,1.907273092387635,0.003828339162491729,0.00019177044367631044
PITX1,UBERON:0000059,large intestine,CL:0000071,blood vessel endothelial cell,3,1.6002813975016277,0.0016882386043894203,7.1026090250485346e-06
PITX1,UBERON:0000059,large intestine,CL:0000075,columnar/cuboidal epithelial cell,81,1.907273092387635,0.003828339162491729,0.00019177044367631044
PITX1,UBERON:0000059,large intestine,CL:0000076,squamous epithelial cell,3,1.6002813975016277,0.0016882386043894203,7.1026090250485346e-06
PITX1,UBERON:0000059,large intestine,CL:0000081,blood cell,2,2.108454704284668,0.010309278350515464,4.7350726833656894e-06
PITX1,UBERON:0000059,large intestine,CL:0000084,T cell,103,1.825543449920358,0.0013427893515500743,0.00024385624319333302
PITX1,UBERON:0000059,large intestine,CL:0000094,granulocyte,2,2.108454704284668,0.010309278350515464,4.7350726833656894e-06
PITX1,UBERON:0000059,large intestine,CL:0000097,mast cell,11,1.9085332697088069,0.0034482758620689655,2.6042899758511294e-05
PITX1,UBERON:0000059,large intestine,CL:0000113,mononuclear phagocyte,44,1.8001500909978694,0.0012923691476238032,0.00010417159903404518
PITX1,UBERON:0000059,large intestine,CL:0000115,endothelial cell,35,1.936523655482701,0.004699879145964818,8.286377195889956e-05
PITX1,UBERON:0000059,large intestine,CL:0000145,professional antigen presenting cell,43,1.7084043635878452,0.0010804291565114702,0.00010180406269236233
PITX1,UBERON:0000059,large intestine,CL:0000150,glandular epithelial cell,249,1.7760124972546436,0.011146924523233952,0.0005895165490790283
PITX1,UBERON:0000059,large intestine,CL:0000151,secretory cell,260,1.7816192626953125,0.010184895017235976,0.0006155594488375396
PITX1,UBERON:0000059,large intestine,CL:0000159,seromucus secreting cell,155,1.706853263608871,0.009065917997309469,0.000366968132960841
PITX1,UBERON:0000059,large intestine,CL:0000160,goblet cell,155,1.706853263608871,0.009065917997309469,0.000366968132960841
PITX1,UBERON:0000059,large intestine,CL:0000163,endocrine cell,11,1.6594059684059836,0.02127659574468085,2.6042899758511294e-05
PITX1,UBERON:0000059,large intestine,CL:0000164,enteroendocrine cell,11,1.6594059684059836,0.02127659574468085,2.6042899758511294e-05
PITX1,UBERON:0000059,large intestine,CL:0000183,contractile cell,92,1.8912875963293987,0.03185595567867036,0.00021781334343482173
PITX1,UBERON:0000059,large intestine,CL:0000186,myofibroblast cell,54,1.9787284003363714,0.16822429906542055,0.00012784696245087362
PITX1,UBERON:0000059,large intestine,CL:0000187,muscle cell,12,1.7188026110331218,0.012269938650306749,2.8410436100194138e-05
PITX1,UBERON:0000059,large intestine,CL:0000192,smooth muscle cell,12,1.7188026110331218,0.012269938650306749,2.8410436100194138e-05
PITX1,UBERON:0000059,large intestine,CL:0000234,phagocyte,44,1.8001500909978694,0.0012923691476238032,0.00010417159903404518
PITX1,UBERON:0000059,large intestine,CL:0000235,macrophage,18,1.822969012790256,0.0009675338636852289,4.2615654150291204e-05
PITX1,UBERON:0000059,large intestine,CL:0000236,B cell,38,1.7648134733501233,0.0016649870744424485,8.996638098394811e-05
PITX1,UBERON:0000059,large intestine,CL:0000319,mucus secreting cell,155,1.706853263608871,0.009065917997309469,0.000366968132960841
PITX1,UBERON:0000059,large intestine,CL:0000359,vascular associated smooth muscle cell,1,1.4483928680419922,0.0072992700729927005,2.3675363416828447e-06
PITX1,UBERON:0000059,large intestine,CL:0000451,dendritic cell,1,1.6308985948562622,0.0020920502092050207,2.3675363416828447e-06
PITX1,UBERON:0000059,large intestine,CL:0000492,CD4-positive helper T cell,4,1.7477736473083496,0.0014603870025556773,9.470145366731379e-06
PITX1,UBERON:0000059,large intestine,CL:0000499,stromal cell,72,1.9977756076388888,0.08044692737430167,0.00017046261660116482
PITX1,UBERON:0000059,large intestine,CL:0000542,lymphocyte,148,1.8140287657041807,0.0012325629814699147,0.000350395378569061
PITX1,UBERON:0000059,large intestine,CL:0000576,monocyte,7,1.6776319231305803,0.0005255649823560327,1.6572754391779913e-05
PITX1,UBERON:0000059,large intestine,CL:0000584,enterocyte,81,1.907273092387635,0.003828339162491729,0.00019177044367631044
PITX1,UBERON:0000059,large intestine,CL:0000624,"CD4-positive, alpha-beta T cell",30,1.7876777648925781,0.0009537434430138292,7.102609025048534e-05
PITX1,UBERON:0000059,large intestine,CL:0000625,"CD8-positive, alpha-beta T cell",31,1.8422742043772051,0.0013029042155255747,7.339362659216819e-05
PITX1,UBERON:0000059,large intestine,CL:0000630,supporting cell,26,1.7892881540151744,0.016362492133417242,6.155594488375397e-05
PITX1,UBERON:0000059,large intestine,CL:0000669,pericyte,26,1.7892881540151744,0.016362492133417242,6.155594488375397e-05
PITX1,UBERON:0000059,large intestine,CL:0000677,gut absorptive cell,83,1.902167814323701,0.003385129899261797,0.00019650551635967613
PITX1,UBERON:0000059,large intestine,CL:0000738,leukocyte,205,1.8189933962938263,0.001301545982667217,0.0004853449500449832
PITX1,UBERON:0000059,large intestine,CL:0000763,myeloid cell,38,1.835990504214638,0.0010762738267199139,8.996638098394811e-05
PITX1,UBERON:0000059,large intestine,CL:0000766,myeloid leukocyte,38,1.835990504214638,0.0010762738267199139,8.996638098394811e-05
PITX1,UBERON:0000059,large intestine,CL:0000785,mature B cell,24,1.6257103284200032,0.0011584688902833422,5.6820872200388277e-05
PITX1,UBERON:0000059,large intestine,CL:0000786,plasma cell,7,1.9117674146379744,0.00034069891949771246,1.6572754391779913e-05
PITX1,UBERON:0000059,large intestine,CL:0000789,alpha-beta T cell,68,1.8046606849221623,0.001096208408563322,0.00016099247123443344
PITX1,UBERON:0000059,large intestine,CL:0000791,mature alpha-beta T cell,68,1.8046606849221623,0.001096208408563322,0.00016099247123443344
PITX1,UBERON:0000059,large intestine,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",11,1.7126927809281782,0.0010395992817314053,2.6042899758511294e-05
PITX1,UBERON:0000059,large intestine,CL:0000798,gamma-delta T cell,11,1.672922134399414,0.0011969532100108815,2.6042899758511294e-05
PITX1,UBERON:0000059,large intestine,CL:0000813,memory T cell,5,1.67359619140625,0.001794043774668102,1.1837681708414225e-05
PITX1,UBERON:0000059,large intestine,CL:0000814,mature NK T cell,7,1.7108704703194755,0.0010318396226415094,1.6572754391779913e-05
PITX1,UBERON:0000059,large intestine,CL:0000815,regulatory T cell,11,1.7126927809281782,0.0010395992817314053,2.6042899758511294e-05
PITX1,UBERON:0000059,large intestine,CL:0000842,mononuclear cell,192,1.8108482360839844,0.0012457744239915392,0.0004545669776031062
PITX1,UBERON:0000059,large intestine,CL:0000844,germinal center B cell,20,1.6042268753051758,0.0012902393393974582,4.73507268336569e-05
PITX1,UBERON:0000059,large intestine,CL:0000864,tissue-resident macrophage,14,1.8672030312674386,0.1917808219178082,3.314550878355983e-05
PITX1,UBERON:0000059,large intestine,CL:0000865,gastrointestinal tract (lamina propria) macrophage,14,1.8672030312674386,0.1917808219178082,3.314550878355983e-05
PITX1,UBERON:0000059,large intestine,CL:0000867,secondary lymphoid organ macrophage,14,1.8672030312674386,0.1917808219178082,3.314550878355983e-05
PITX1,UBERON:0000059,large intestine,CL:0000884,mucosa-associated lymphoid tissue macrophage,14,1.8672030312674386,0.1917808219178082,3.314550878355983e-05
PITX1,UBERON:0000059,large intestine,CL:0000896,"activated CD4-positive, alpha-beta T cell",4,1.991701602935791,0.000942951438000943,9.470145366731379e-06
PITX1,UBERON:0000059,large intestine,CL:0000899,T-helper 17 cell,4,1.7477736473083496,0.0014603870025556773,9.470145366731379e-06
PITX1,UBERON:0000059,large intestine,CL:0000909,"CD8-positive, alpha-beta memory T cell",5,1.67359619140625,0.001794043774668102,1.1837681708414225e-05
PITX1,UBERON:0000059,large intestine,CL:0000945,lymphocyte of B lineage,45,1.787673102484809,0.0010376075076667666,0.00010653913537572802
PITX1,UBERON:0000059,large intestine,CL:0000946,antibody secreting cell,7,1.9117674146379744,0.00034069891949771246,1.6572754391779913e-05
PITX1,UBERON:0000059,large intestine,CL:0000987,IgA plasma cell,2,1.5377230644226074,0.00010122482032594392,4.7350726833656894e-06
PITX1,UBERON:0000059,large intestine,CL:0000988,hematopoietic cell,205,1.8189933962938263,0.001301545982667217,0.0004853449500449832
PITX1,UBERON:0000059,large intestine,CL:0000990,conventional dendritic cell,1,1.6308985948562622,0.0020920502092050207,2.3675363416828447e-06
PITX1,UBERON:0000059,large intestine,CL:0001050,"effector CD8-positive, alpha-beta T cell",8,1.811890721321106,0.0020268558398783888,1.8940290733462758e-05
PITX1,UBERON:0000059,large intestine,CL:0001061,abnormal cell,52,1.767607175386869,0.01351702625422407,0.00012311188976750793
PITX1,UBERON:0000059,large intestine,CL:0001063,neoplastic cell,48,1.7889949480692546,0.013555492798644452,0.00011364174440077655
PITX1,UBERON:0000059,large intestine,CL:0001064,malignant cell,45,1.7989547729492188,0.013412816691505217,0.00010653913537572802
PITX1,UBERON:0000059,large intestine,CL:0002071,enterocyte of epithelium of large intestine,75,1.9325577799479168,0.01286008230452675,0.00017756522562621335
PITX1,UBERON:0000059,large intestine,CL:0002076,endo-epithelial cell,210,1.78911379859561,0.005465334166146159,0.0004971826317533974
PITX1,UBERON:0000059,large intestine,CL:0002139,endothelial cell of vascular tree,5,1.7510223388671875,0.0013192612137203166,1.1837681708414225e-05
PITX1,UBERON:0000059,large intestine,CL:0002144,capillary endothelial cell,3,1.6002813975016277,0.0016882386043894203,7.1026090250485346e-06
PITX1,UBERON:0000059,large intestine,CL:0002203,CL:0002203,28,1.7423667907714844,0.01181434599156118,6.629101756711965e-05
PITX1,UBERON:0000059,large intestine,CL:0002204,brush cell,28,1.7423667907714844,0.01181434599156118,6.629101756711965e-05
PITX1,UBERON:0000059,large intestine,CL:0002253,epithelial cell of large intestine,186,1.8022711969191028,0.011682683248539664,0.00044036175955300915
PITX1,UBERON:0000059,large intestine,CL:0002320,connective tissue cell,1231,1.8812907363804834,0.06829024742039276,0.002914437236611582
PITX1,UBERON:0000059,large intestine,CL:0002419,mature T cell,68,1.8046606849221623,0.001096208408563322,0.00016099247123443344
PITX1,UBERON:0000059,large intestine,CL:0002552,fibroblast of gingiva,15,1.7431594848632812,0.060240963855421686,3.551304512524267e-05
PITX1,UBERON:0000059,large intestine,CL:0002563,intestinal epithelial cell,210,1.78911379859561,0.005465334166146159,0.0004971826317533974
PITX1,UBERON:0000059,large intestine,CL:0008034,mural cell,26,1.7892881540151744,0.016362492133417242,6.155594488375397e-05
PITX1,UBERON:0000059,large intestine,CL:0009010,transit amplifying cell,22,1.9221094304865056,0.0008487981789420888,5.208579951702259e-05
PITX1,UBERON:0000059,large intestine,CL:0009039,colon goblet cell,80,1.6998678207397462,0.016171417020416416,0.0001894029073346276
PITX1,UBERON:0000059,large intestine,CL:0009041,tuft cell of colon,28,1.7423667907714844,0.01181434599156118,6.629101756711965e-05
PITX1,UBERON:0000059,large intestine,CL:0011026,progenitor cell,7,1.6776319231305803,0.0005255649823560327,1.6572754391779913e-05
PITX1,UBERON:0000059,large intestine,CL:0011108,colon epithelial cell,186,1.8022711969191028,0.011682683248539664,0.00044036175955300915
PITX1,UBERON:0000059,large intestine,CL:0011115,precursor cell,1105,1.7360285279977377,0.009017022179426501,0.0026161276575595435
PITX1,UBERON:0000059,large intestine,CL:0019031,intestine goblet cell,81,1.698715963481385,0.014980580728685038,0.00019177044367631044
PITX1,UBERON:0000059,large intestine,CL:0019032,intestinal tuft cell,28,1.7423667907714844,0.01181434599156118,6.629101756711965e-05
PITX1,UBERON:0000059,large intestine,CL:1000320,large intestine goblet cell,80,1.6998678207397462,0.016171417020416416,0.0001894029073346276
PITX1,UBERON:0000059,large intestine,CL:1000347,enterocyte of colon,75,1.9325577799479168,0.01286008230452675,0.00017756522562621335
PITX1,UBERON:0000059,large intestine,CL:1000414,endothelial cell of venule,2,1.9771339893341064,0.0009935419771485345,4.7350726833656894e-06
PITX1,UBERON:0000059,large intestine,CL:1001572,colon endothelial cell,2,1.9479055404663086,0.000970873786407767,4.7350726833656894e-06
PITX1,UBERON:0000059,large intestine,CL:2000008,microvascular endothelial cell,3,1.6002813975016277,0.0016882386043894203,7.1026090250485346e-06
PITX1,UBERON:0000059,large intestine,CL:4030006,fallopian tube secretory epithelial cell,81,1.9267666663652585,0.023316062176165803,0.00019177044367631044
PITX1,UBERON:0000059,large intestine,CL:4033054,perivascular cell,27,1.7766624733253762,0.015643105446118192,6.392348122543681e-05
PITX1,UBERON:0000059,large intestine,CL:4047018,CL:4047018,3,1.8700041770935059,0.0008733624454148472,7.1026090250485346e-06
PITX1,UBERON:0000059,large intestine,tissue_stats,tendon of semitendinosus,3055,1.8124017044292144,,0.007232823523841091
PITX1,UBERON:0000160,intestine,CL:0000000,cell,10521,2.043621091151031,0.03407081652083239,0.032620221374755835
PITX1,UBERON:0000160,intestine,CL:0000029,neural crest derived neuron,4,2.875887393951416,0.03508771929824561,1.2401947105695594e-05
PITX1,UBERON:0000160,intestine,CL:0000034,stem cell,2285,1.9316801576176148,0.04191891396074115,0.007084612284128608
PITX1,UBERON:0000160,intestine,CL:0000036,epithelial fate stem cell,1706,2.014379682462632,0.3629787234042553,0.005289430440579171
PITX1,UBERON:0000160,intestine,CL:0000057,fibroblast,47,1.9633186827314661,0.004901449577641047,0.00014572287849192323
PITX1,UBERON:0000160,intestine,CL:0000064,ciliated cell,82,1.7525783631859757,0.002518350173520469,0.00025423991566675966
